team,position,full_name,height,weight,gsis_id,years_exp,week,draft_number,avg_time_to_throw,avg_intended_air_yards,aggressiveness,avg_air_yards_to_sticks,completion_percentage_above_expectation,max_air_distance,efficiency,percent_attempts_gte_eight_defenders,rush_yards,rush_yards_over_expected_per_att,avg_cushion,avg_separation,percent_share_of_intended_air_yards,catch_percentage,avg_yac_above_expectation,pass_attempt,rec_attempt,rush_attempt,pass_air_yards,rec_air_yards,pass_completions,receptions,pass_yards_gained,rec_yards_gained,rush_yards_gained,pass_touchdown,rec_touchdown,rush_touchdown,pass_interception,rec_fumble_lost,rush_fumble_lost,pass_yards_gained_diff,rec_yards_gained_diff,rush_yards_gained_diff,pass_touchdown_diff,rec_touchdown_diff,rush_touchdown_diff,pass_attempt_team,rec_attempt_team,rush_attempt_team,opponent,offense_snaps,offense_pct,team_home,team_away,total,spread_line,roof,surface,temp,wind,targets,air_yards,snap_share,target_share,air_yards_share,total_touchdowns,fantasy_points,rush_attempts,rush_ypa,rush_share,delta_targets,targets_3wk_avg,targets_7wk_avg,targets_trend_3v7,air_yards_3wk_avg,air_yards_7wk_avg,air_yards_trend_3v7,snap_share_3wk_avg,snap_share_7wk_avg,snap_share_trend_3v7,fantasy_ppr_3wk_avg,fantasy_ppr_7wk_avg,fantasy_ppr_trend_3v7,tds_3wk_avg,tds_7wk_avg,tds_trend_3v7,gadget_usage_3wk_avg,yards_per_target,rec_td_rate,catch_rate,fp_per_target,racr,team_implied_points,is_favored,abs_spread,def_te_ftps,def_te_targets,def_te_yards_per_target,years_exp_filled,is_rookie,is_second_year,draft_number_filled,is_undrafted
LV,TE,Ian Thomas,75.0,260.0,00-0034365,7,13,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,23.0,23.0,18.0,LAC,27.0,0.56,LAC,LV,45.0,10.0,dome,matrixturf,,,1.0,1.0,0.56,0.043478260869565216,0.0,0.0,1.8,0.0,0.0,0.0,-3.0,2.0,1.1428571428571428,0.8571428571428572,9.333333333333334,4.714285714285714,4.6190476190476195,0.4666666666666666,0.33,0.1366666666666666,4.133333333333334,2.242857142857143,1.8904761904761909,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.8,8.0,27.5,1,10.0,4.38,5.15,7.27378640776699,7,0,0,101.0,0
LV,TE,Ian Thomas,75.0,260.0,00-0034365,7,1,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,NE,20.0,0.32,NE,LV,33.0,2.5,outdoors,fieldturf,62.0,4.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.75,1,2.5,4.38,5.15,7.27378640776699,7,0,0,101.0,0
LV,TE,Ian Thomas,75.0,260.0,00-0034365,7,3,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,WAS,19.0,0.29,WAS,LV,65.0,2.5,outdoors,grass,72.0,6.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23666666666666666,0.23666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,1,2.5,4.38,5.15,7.27378640776699,7,0,0,101.0,0
LV,TE,Ian Thomas,75.0,260.0,00-0034365,7,5,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5500000000000007,0.0,0.0,-0.01,0.0,36.0,36.0,25.0,IND,38.0,0.56,IND,LV,46.0,7.0,closed,fieldturf,,,3.0,3.0,0.56,0.08333333333333333,0.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,0.6,0.4,1.0,0.6,0.4,0.47000000000000003,0.366,0.10400000000000004,1.6666666666666667,1.0,0.6666666666666667,0.0,0.0,0.0,0.0,6.666666666666667,0.0,1.0,1.6666666666666667,6.666666666666667,26.5,1,7.0,4.38,5.15,7.27378640776699,7,0,0,101.0,0
LV,TE,Ian Thomas,75.0,260.0,00-0034365,7,2,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,LAC,7.0,0.1,LV,LAC,29.0,-3.5,dome,grass,,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21000000000000002,0.21000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,1,3.5,6.77,5.69,7.62390158172232,7,0,0,101.0,0
LV,TE,Ian Thomas,75.0,260.0,00-0034365,7,6,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41999999999999993,0.0,0.0,-0.01,0.0,23.0,23.0,32.0,TEN,18.0,0.3,LV,TEN,30.0,3.5,dome,grass,,,1.0,3.0,0.3,0.043478260869565216,0.0,0.0,1.4,0.0,0.0,0.0,-2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.0,1.0,0.47333333333333333,0.355,0.11833333333333335,2.1333333333333333,1.0666666666666667,1.0666666666666667,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.4,1.3333333333333333,13.25,0,3.5,7.77,7.15,7.2615384615384615,7,0,0,101.0,0
LV,TE,Ian Thomas,75.0,260.0,00-0034365,7,10,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,DEN,6.0,0.1,DEN,LV,17.0,9.5,outdoors,grass,60.0,10.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3333333333333333,0.7142857142857143,-0.380952380952381,0.6666666666666666,1.1428571428571428,-0.47619047619047616,0.20333333333333334,0.33142857142857146,-0.12809523809523812,0.6333333333333333,1.1857142857142857,-0.5523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,1,9.5,4.38,5.15,7.27378640776699,7,0,0,101.0,0
LV,TE,Ian Thomas,75.0,260.0,00-0034365,7,12,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,10.0,0.0,4.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.329999999999998,0.0,0.0,-0.02,0.0,44.0,44.0,21.0,CLE,44.0,0.56,LV,CLE,34.0,3.0,dome,grass,,,4.0,10.0,0.56,0.09090909090909091,0.0,0.0,7.6,0.0,0.0,0.0,3.0,1.6666666666666667,1.4285714285714286,0.23809523809523814,9.0,5.0,4.0,0.3133333333333333,0.33,-0.01666666666666672,3.533333333333333,2.6999999999999997,0.8333333333333335,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.9,3.6,15.5,0,3.0,6.77,6.77,7.146233382570164,7,0,0,101.0,0
LV,TE,Ian Thomas,75.0,260.0,00-0034365,7,15,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,PHI,LV,,11.5,outdoors,grass,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,1.2857142857142858,-0.2857142857142858,2.3333333333333335,5.142857142857143,-2.8095238095238098,0.35333333333333333,0.31,0.043333333333333335,1.8333333333333333,2.5714285714285716,-0.7380952380952384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,11.5,4.38,5.15,7.27378640776699,7,0,0,101.0,0
LV,TE,Ian Thomas,75.0,260.0,00-0034365,7,11,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.609999999999999,0.0,0.0,-0.04,0.0,42.0,42.0,12.0,DAL,17.0,0.28,LV,DAL,49.0,-3.5,dome,grass,,,1.0,17.0,0.28,0.023809523809523808,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.8571428571428571,-0.19047619047619047,6.333333333333333,3.5714285714285716,2.7619047619047614,0.18333333333333332,0.33,-0.1466666666666667,1.6333333333333335,1.6142857142857143,0.019047619047619202,0.0,0.0,0.0,0.0,20.0,0.0,1.0,3.0,1.1764705882352942,26.25,1,3.5,7.00,7.62,6.996062992125984,7,0,0,101.0,0
LV,TE,Ian Thomas,75.0,260.0,00-0034365,7,9,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7199999999999998,0.0,0.0,0.0,0.0,39.0,39.0,19.0,JAX,11.0,0.17,LV,JAX,59.0,-2.5,dome,grass,,,1.0,2.0,0.17,0.02564102564102564,0.0,0.0,1.9,0.0,0.0,0.0,1.0,0.6666666666666666,0.7142857142857143,-0.04761904761904767,1.6666666666666667,1.1428571428571428,0.523809523809524,0.26999999999999996,0.33142857142857146,-0.0614285714285715,1.0999999999999999,1.1857142857142857,-0.08571428571428585,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.9,4.5,30.75,1,2.5,9.08,9.31,6.990332975295381,7,0,0,101.0,0
LV,TE,Ian Thomas,75.0,260.0,00-0034365,7,4,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,CHI,29.0,0.56,LV,CHI,49.0,1.5,dome,grass,,,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31666666666666665,0.3175,-0.0008333333333333526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0,1.5,7.31,7.38,7.588075880758808,7,0,0,101.0,0
LV,TE,Ian Thomas,75.0,260.0,00-0034365,7,7,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,KC,12.0,0.34,KC,LV,31.0,13.5,outdoors,grass,57.0,9.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.3333333333333333,0.5714285714285714,0.7619047619047619,2.0,0.8571428571428571,1.1428571428571428,0.39999999999999997,0.35285714285714287,0.0471428571428571,2.1333333333333333,0.9142857142857144,1.219047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,1,13.5,4.38,5.15,7.27378640776699,7,0,0,101.0,0
LV,TE,Ian Thomas,75.0,260.0,00-0034365,7,14,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.859999999999999,0.0,0.0,-0.01,0.0,32.0,32.0,12.0,DEN,25.0,0.5,LV,DEN,41.0,-8.5,dome,grass,,,2.0,6.0,0.5,0.0625,0.0,0.0,3.7,0.0,0.0,0.0,1.0,2.3333333333333335,1.2857142857142858,1.0476190476190477,5.666666666666667,5.142857142857143,0.5238095238095237,0.54,0.3585714285714286,0.18142857142857144,4.366666666666666,2.5714285714285716,1.7952380952380946,0.0,0.0,0.0,0.0,8.5,0.0,1.0,1.85,2.8333333333333335,24.75,1,8.5,8.31,8.38,7.472553699284009,7,0,0,101.0,0
HOU,TE,Dalton Schultz,77.0,242.0,00-0034383,7,2,137.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,20.0,0.0,3.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6700000000000017,0.0,0.0,-0.03,0.0,24.0,24.0,19.0,TB,29.0,0.59,HOU,TB,39.0,2.5,closed,astroturf,,,4.0,20.0,0.59,0.16666666666666666,0.0,0.0,5.9,0.0,0.0,0.0,-1.0,4.5,4.5,0.0,22.5,22.5,0.0,0.565,0.565,0.0,5.8500000000000005,5.8500000000000005,0.0,0.0,0.0,0.0,0.0,7.25,0.0,0.75,1.475,1.45,18.25,0,2.5,8.86,7.79,7.463414634146342,7,0,0,137.0,0
HOU,TE,Dalton Schultz,77.0,242.0,00-0034383,7,5,137.0,,7.021666666666668,,,,,,,,,5.006666666666667,3.2663977257601107,16.931918656056588,83.33333333333334,0.33742010185550875,0.0,6.0,0.0,0.0,44.0,0.0,5.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.149999999999999,0.0,0.0,-0.16,0.0,31.0,31.0,33.0,BAL,41.0,0.59,BAL,HOU,54.0,-2.5,outdoors,grass,78.0,2.0,6.0,44.0,0.59,0.1935483870967742,16.931918656056588,0.0,11.0,0.0,0.0,0.0,0.0,6.0,5.4,0.5999999999999996,43.333333333333336,35.0,8.333333333333336,0.7433333333333333,0.6719999999999999,0.07133333333333336,9.299999999999999,7.92,1.379999999999999,0.0,0.0,0.0,0.0,10.0,0.0,0.8333333333333334,1.8333333333333333,1.3636363636363635,25.75,0,2.5,4.54,6.00,6.346666666666667,7,0,0,137.0,0
HOU,TE,Dalton Schultz,77.0,242.0,00-0034383,7,7,137.0,,4.257,,,,,,,,,5.250000000000001,4.6841595550306385,11.544719856809674,90.0,0.01962246951199731,0.0,10.0,0.0,0.0,33.0,0.0,9.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.05,0.0,0.0,-0.05,0.0,49.0,49.0,17.0,SEA,57.0,0.75,SEA,HOU,46.0,3.0,outdoors,fieldturf,56.0,5.0,10.0,33.0,0.75,0.20408163265306123,11.544719856809674,0.0,18.8,0.0,0.0,0.0,4.0,7.333333333333333,6.166666666666667,1.166666666666666,42.0,34.666666666666664,7.333333333333336,0.73,0.685,0.04499999999999993,12.6,9.733333333333334,2.8666666666666654,0.0,0.0,0.0,0.0,9.8,0.0,0.9,1.8800000000000001,2.9696969696969697,24.5,1,3.0,4.54,6.00,6.346666666666667,7,0,0,137.0,0
HOU,TE,Dalton Schultz,77.0,242.0,00-0034383,7,15,137.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,HOU,ARI,,9.5,closed,astroturf,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,4.0,6.285714285714286,-2.2857142857142856,16.333333333333332,43.42857142857143,-27.0952380952381,0.48666666666666664,0.6457142857142858,-0.15904761904761916,5.900000000000001,8.942857142857143,-3.042857142857142,0.0,0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,,0,9.5,8.62,7.77,7.870012870012871,7,0,0,137.0,0
HOU,TE,Dalton Schultz,77.0,242.0,00-0034383,7,3,137.0,,7.216666666666668,,,,,,,,,8.083333333333334,3.069792942227624,15.78275924913432,83.33333333333334,0.6490113794503358,0.0,6.0,0.0,0.0,37.0,0.0,5.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.219999999999999,0.0,0.0,-0.37,0.0,38.0,38.0,19.0,JAX,50.0,0.79,JAX,HOU,27.0,1.5,outdoors,grass,85.0,11.0,6.0,37.0,0.79,0.15789473684210525,15.78275924913432,0.0,8.9,0.0,0.0,0.0,2.0,5.0,5.0,0.0,27.333333333333332,27.333333333333332,0.0,0.64,0.64,0.0,6.866666666666667,6.866666666666667,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.8333333333333334,1.4833333333333334,1.054054054054054,14.25,1,1.5,4.54,6.00,6.346666666666667,7,0,0,137.0,0
HOU,TE,Dalton Schultz,77.0,242.0,00-0034383,7,13,137.0,,4.188749999999998,,,,,,,,,4.684,4.619604651098591,8.723836301155885,87.5,-0.41259777880477966,0.0,8.0,0.0,0.0,35.0,0.0,7.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,-0.41,0.0,35.0,35.0,34.0,IND,55.0,0.72,IND,HOU,36.0,3.0,closed,fieldturf,,,8.0,35.0,0.72,0.22857142857142856,8.723836301155885,0.0,12.5,0.0,0.0,0.0,4.0,7.0,7.571428571428571,-0.5714285714285712,51.333333333333336,51.42857142857143,-0.0952380952380949,0.7399999999999999,0.7342857142857142,0.005714285714285672,8.466666666666669,11.514285714285716,-3.0476190476190474,0.0,0.14285714285714285,-0.14285714285714285,0.0,6.875,0.0,0.875,1.5625,1.5714285714285714,19.5,1,3.0,4.54,6.00,6.346666666666667,7,0,0,137.0,0
HOU,TE,Dalton Schultz,77.0,242.0,00-0034383,7,14,137.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,14.0,0.0,3.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.48,0.0,0.0,-0.01,0.0,31.0,31.0,31.0,KC,52.0,0.74,KC,HOU,30.0,4.5,outdoors,grass,27.0,8.0,4.0,14.0,0.74,0.12903225806451613,0.0,0.0,5.2,0.0,0.0,0.0,-4.0,5.333333333333333,6.714285714285714,-1.3809523809523814,36.0,48.714285714285715,-12.714285714285715,0.7566666666666667,0.7328571428571429,0.023809523809523836,6.500000000000001,9.571428571428573,-3.071428571428572,0.0,0.14285714285714285,-0.14285714285714285,0.0,5.5,0.0,0.75,1.3,1.5714285714285714,17.25,1,4.5,4.54,6.00,6.346666666666667,7,0,0,137.0,0
HOU,TE,Dalton Schultz,77.0,242.0,00-0034383,7,4,137.0,,7.225000000000002,,,,,,,,,3.6159999999999997,3.0586915426787527,24.890904915020677,83.33333333333334,-0.4462534993558336,0.0,6.0,0.0,0.0,49.0,0.0,5.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.670000000000002,0.0,0.0,-0.38,0.0,28.0,28.0,35.0,TEN,60.0,0.85,HOU,TEN,26.0,7.5,closed,astroturf,,,6.0,49.0,0.85,0.21428571428571427,24.890904915020677,0.0,8.0,0.0,0.0,0.0,0.0,5.333333333333333,5.25,0.08333333333333304,35.333333333333336,32.75,2.5833333333333357,0.7433333333333333,0.6925,0.050833333333333286,7.6000000000000005,7.15,0.4500000000000002,0.0,0.0,0.0,0.0,5.0,0.0,0.8333333333333334,1.3333333333333333,0.6122448979591837,9.25,0,7.5,7.77,7.15,7.2615384615384615,7,0,0,137.0,0
HOU,TE,Dalton Schultz,77.0,242.0,00-0034383,7,12,137.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,59.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.479999999999997,0.0,0.0,-0.64,0.0,30.0,30.0,26.0,BUF,48.0,0.81,HOU,BUF,42.0,-5.5,closed,astroturf,,,4.0,59.0,0.81,0.13333333333333333,0.0,0.0,1.8,0.0,0.0,0.0,-5.0,8.0,7.285714285714286,0.7142857142857144,70.0,52.714285714285715,17.285714285714285,0.7566666666666667,0.7157142857142856,0.04095238095238107,10.4,11.3,-0.9000000000000004,0.3333333333333333,0.14285714285714285,0.19047619047619047,0.0,2.0,0.0,0.25,0.45,0.13559322033898305,23.75,1,5.5,4.08,4.54,7.47136563876652,7,0,0,137.0,0
HOU,TE,Dalton Schultz,77.0,242.0,00-0034383,7,9,137.0,,5.733750000000001,,,,,,,,,4.492857142857143,2.938371574420104,14.082215331716451,75.0,2.182342573140872,0.0,8.0,0.0,0.0,45.0,0.0,6.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.29,0.0,0.0,-0.04,0.0,40.0,40.0,28.0,DEN,58.0,0.79,HOU,DEN,33.0,1.5,closed,astroturf,,,8.0,45.0,0.79,0.2,14.082215331716451,0.0,13.7,0.0,0.0,0.0,5.0,7.0,6.142857142857143,0.8571428571428568,38.333333333333336,37.857142857142854,0.4761904761904816,0.7166666666666667,0.71,0.00666666666666671,12.299999999999999,10.1,2.1999999999999993,0.0,0.0,0.0,0.0,9.625,0.0,0.75,1.7125,1.711111111111111,15.75,0,1.5,8.31,8.38,7.472553699284009,7,0,0,137.0,0
HOU,TE,Dalton Schultz,77.0,242.0,00-0034383,7,8,137.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,37.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5199999999999996,0.0,0.0,-0.02,0.0,39.0,39.0,36.0,SF,49.0,0.61,HOU,SF,41.0,2.5,closed,astroturf,,,3.0,37.0,0.61,0.07692307692307693,0.0,0.0,4.4,0.0,0.0,0.0,-7.0,6.333333333333333,5.714285714285714,0.6190476190476186,38.0,35.0,3.0,0.65,0.6742857142857143,-0.024285714285714244,11.4,8.971428571428572,2.428571428571429,0.0,0.0,0.0,0.0,8.0,0.0,0.6666666666666666,1.4666666666666668,0.6486486486486487,19.25,0,2.5,8.38,7.92,6.643939393939394,7,0,0,137.0,0
HOU,TE,Dalton Schultz,77.0,242.0,00-0034383,7,10,137.0,,8.665454545454546,,,,,,,,,7.112222222222223,2.09811846930622,21.53394329605784,63.63636363636363,-0.7557295978960274,0.0,11.0,0.0,0.0,91.0,0.0,7.0,0.0,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-16.510000000000005,0.0,0.0,0.52,0.0,45.0,45.0,22.0,JAX,58.0,0.77,HOU,JAX,65.0,-1.5,closed,astroturf,,,11.0,91.0,0.77,0.24444444444444444,21.53394329605784,1.0,18.3,0.0,0.0,0.0,3.0,7.333333333333333,7.142857142857143,0.1904761904761898,57.666666666666664,48.0,9.666666666666664,0.7233333333333333,0.7357142857142858,-0.012380952380952492,12.133333333333335,11.871428571428572,0.26190476190476275,0.3333333333333333,0.14285714285714285,0.19047619047619047,0.0,4.818181818181818,0.14285714285714285,0.6363636363636364,1.6636363636363638,0.5824175824175825,33.25,1,1.5,9.08,9.31,6.990332975295381,7,0,0,137.0,0
HOU,TE,Dalton Schultz,77.0,242.0,00-0034383,7,1,137.0,,5.8759999999999994,,,,,,,,,6.395,5.9716471129593085,17.401089789149488,60.0,-0.4027464606202633,0.0,5.0,0.0,0.0,25.0,0.0,3.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.07,0.0,0.0,-0.04,0.0,27.0,27.0,27.0,LA,34.0,0.54,LA,HOU,23.0,3.5,dome,matrixturf,,,5.0,25.0,0.54,0.18518518518518517,17.401089789149488,0.0,5.800000000000001,0.0,0.0,0.0,0.0,5.0,5.0,0.0,25.0,25.0,0.0,0.54,0.54,0.0,5.800000000000001,5.800000000000001,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.6,1.1600000000000001,1.12,13.25,1,3.5,4.54,6.00,6.346666666666667,7,0,0,137.0,0
HOU,TE,Dalton Schultz,77.0,242.0,00-0034383,7,11,137.0,,6.252222222222222,,,,,,,,,3.304444444444444,3.350250570839274,16.384230142091774,66.66666666666666,-0.9430262093386186,0.0,9.0,0.0,0.0,60.0,0.0,6.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.310000000000002,0.0,0.0,-0.09,0.0,41.0,41.0,23.0,TEN,48.0,0.69,TEN,HOU,29.0,-5.5,outdoors,grass,64.0,8.0,9.0,60.0,0.69,0.21951219512195122,16.384230142091774,0.0,11.100000000000001,0.0,0.0,0.0,-2.0,9.333333333333334,7.571428571428571,1.7619047619047628,65.33333333333333,51.285714285714285,14.047619047619044,0.75,0.7214285714285714,0.02857142857142858,14.366666666666669,12.185714285714287,2.180952380952382,0.3333333333333333,0.14285714285714285,0.19047619047619047,0.0,5.666666666666667,0.0,0.6666666666666666,1.2333333333333334,0.85,11.75,0,5.5,4.54,6.00,6.346666666666667,7,0,0,137.0,0
CIN,TE,Tanner Hudson,77.0,239.0,00-0034613,7,11,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,13.0,0.0,3.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9899999999999984,0.0,0.0,-0.02,0.0,40.0,40.0,22.0,PIT,22.0,0.33,PIT,CIN,46.0,5.5,outdoors,grass,46.0,17.0,3.0,13.0,0.33,0.075,0.0,0.0,5.2,0.0,0.0,0.0,1.0,2.3333333333333335,1.7142857142857142,0.6190476190476193,15.0,7.285714285714286,7.714285714285714,0.22666666666666668,0.13857142857142857,0.08809523809523812,4.433333333333334,3.4714285714285715,0.961904761904762,0.0,0.14285714285714285,-0.14285714285714285,0.0,7.333333333333333,0.0,1.0,1.7333333333333334,1.6923076923076923,25.75,1,5.5,15.92,10.54,9.181214421252372,7,0,0,275.0,1
CIN,TE,Tanner Hudson,77.0,239.0,00-0034613,7,13,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,29.0,0.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.3599999999999994,0.0,0.0,0.28,0.0,46.0,46.0,33.0,BAL,6.0,0.07,BAL,CIN,46.0,7.0,outdoors,grass,38.0,11.0,2.0,29.0,0.07,0.043478260869565216,0.0,1.0,8.4,0.0,0.0,0.0,1.0,2.0,2.142857142857143,-0.1428571428571428,15.666666666666666,12.142857142857142,3.5238095238095237,0.20666666666666667,0.17714285714285713,0.029523809523809535,5.166666666666667,4.942857142857143,0.2238095238095239,0.3333333333333333,0.2857142857142857,0.047619047619047616,0.0,7.0,1.0,0.5,4.2,0.4827586206896552,26.5,1,7.0,15.92,10.54,9.181214421252372,7,0,0,275.0,1
CIN,TE,Tanner Hudson,77.0,239.0,00-0034613,7,2,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,JAX,0.0,0.0,CIN,JAX,58.0,3.5,outdoors,fieldturf,85.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.25,0,3.5,9.08,9.31,6.990332975295381,7,0,0,275.0,1
