game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,spread_line,roof,surface,temp,wind,stadium_id,stadium
2025_14_LA_ARI,2025,REG,14,2025-12-07,Sunday,16:25,LA,,ARI,,Home,,,,closed,grass,,,PHO00,State Farm Stadium
2025_14_CIN_BUF,2025,REG,14,2025-12-07,Sunday,16:25,CIN,,BUF,,Home,,,,outdoors,a_turf,,,BUF00,New Era Field
2025_14_HOU_KC,2025,REG,14,2025-12-07,Sunday,20:20,HOU,,KC,,Home,,,,outdoors,grass,,,KAN00,GEHA Field at Arrowhead Stadium
2025_14_PHI_LAC,2025,REG,14,2025-12-08,Monday,20:15,PHI,,LAC,,Home,,,,dome,matrixturf,,,LAX01,SoFi Stadium
2025_15_ATL_TB,2025,REG,15,2025-12-11,Thursday,20:15,ATL,,TB,,Home,,,,outdoors,grass,,,TAM00,Raymond James Stadium
2025_15_CLE_CHI,2025,REG,15,2025-12-14,Sunday,13:00,CLE,,CHI,,Home,,,,outdoors,grass,,,CHI98,Soldier Field
2025_15_BAL_CIN,2025,REG,15,2025-12-14,Sunday,13:00,BAL,,CIN,,Home,,,,outdoors,fieldturf,,,CIN00,Paycor Stadium
2025_15_ARI_HOU,2025,REG,15,2025-12-14,Sunday,13:00,ARI,,HOU,,Home,,,,closed,astroturf,,,HOU00,NRG Stadium
2025_15_NYJ_JAX,2025,REG,15,2025-12-14,Sunday,13:00,NYJ,,JAX,,Home,,,,outdoors,grass,,,JAX00,TIAA Bank Stadium
2025_15_LAC_KC,2025,REG,15,2025-12-14,Sunday,13:00,LAC,,KC,,Home,,,,outdoors,grass,,,KAN00,GEHA Field at Arrowhead Stadium
2025_15_BUF_NE,2025,REG,15,2025-12-14,Sunday,13:00,BUF,,NE,,Home,,,,outdoors,fieldturf,,,BOS00,Gillette Stadium
2025_15_WAS_NYG,2025,REG,15,2025-12-14,Sunday,13:00,WAS,,NYG,,Home,,,,outdoors,fieldturf,,,NYC01,MetLife Stadium
2025_15_LV_PHI,2025,REG,15,2025-12-14,Sunday,13:00,LV,,PHI,,Home,,,,outdoors,grass,,,PHI00,Lincoln Financial Field
2025_15_GB_DEN,2025,REG,15,2025-12-14,Sunday,16:25,GB,,DEN,,Home,,,,outdoors,grass,,,DEN00,Empower Field at Mile High
2025_15_DET_LA,2025,REG,15,2025-12-14,Sunday,16:25,DET,,LA,,Home,,,,dome,matrixturf,,,LAX01,SoFi Stadium
2025_15_CAR_NO,2025,REG,15,2025-12-14,Sunday,16:25,CAR,,NO,,Home,,,,dome,sportturf,,,NOR00,Mercedes-Benz Superdome
2025_15_IND_SEA,2025,REG,15,2025-12-14,Sunday,16:25,IND,,SEA,,Home,,,,outdoors,fieldturf,,,SEA00,Lumen Field
2025_15_TEN_SF,2025,REG,15,2025-12-14,Sunday,16:25,TEN,,SF,,Home,,,,outdoors,grass,,,SFO01,Levi's Stadium
2025_15_MIN_DAL,2025,REG,15,2025-12-14,Sunday,20:20,MIN,,DAL,,Home,,,,closed,matrixturf,,,DAL00,AT&T Stadium
2025_15_MIA_PIT,2025,REG,15,2025-12-15,Monday,20:15,MIA,,PIT,,Home,,,,outdoors,grass,,,PIT00,Acrisure Stadium
2025_16_LA_SEA,2025,REG,16,2025-12-18,Thursday,20:15,LA,,SEA,,Home,,,,outdoors,fieldturf,,,SEA00,Lumen Field
2025_16_GB_CHI,2025,REG,16,2025-12-19,Friday,13:00,GB,,CHI,,Home,,,,outdoors,grass,,,CHI98,Soldier Field
2025_16_PHI_WAS,2025,REG,16,2025-12-19,Friday,13:00,PHI,,WAS,,Home,,,,outdoors,grass,,,WAS00,FedExField
2025_16_NE_BAL,2025,REG,16,2025-12-21,Sunday,13:00,NE,,BAL,,Home,,,,outdoors,grass,,,BAL00,M&T Bank Stadium
2025_16_TB_CAR,2025,REG,16,2025-12-21,Sunday,13:00,TB,,CAR,,Home,,,,outdoors,grass,,,CAR00,Bank of America Stadium
2025_16_BUF_CLE,2025,REG,16,2025-12-21,Sunday,13:00,BUF,,CLE,,Home,,,,outdoors,grass,,,CLE00,FirstEnergy Stadium
2025_16_LAC_DAL,2025,REG,16,2025-12-21,Sunday,13:00,LAC,,DAL,,Home,,,,closed,matrixturf,,,DAL00,AT&T Stadium
2025_16_NYJ_NO,2025,REG,16,2025-12-21,Sunday,13:00,NYJ,,NO,,Home,,,,dome,sportturf,,,NOR00,Mercedes-Benz Superdome
2025_16_MIN_NYG,2025,REG,16,2025-12-21,Sunday,13:00,MIN,,NYG,,Home,,,,outdoors,fieldturf,,,NYC01,MetLife Stadium
2025_16_KC_TEN,2025,REG,16,2025-12-21,Sunday,13:00,KC,,TEN,,Home,,,,outdoors,grass,,,NAS00,Nissan Stadium
2025_16_ATL_ARI,2025,REG,16,2025-12-21,Sunday,16:05,ATL,,ARI,,Home,,,,closed,grass,,,PHO00,State Farm Stadium
2025_16_JAX_DEN,2025,REG,16,2025-12-21,Sunday,16:05,JAX,,DEN,,Home,,,,outdoors,grass,,,DEN00,Empower Field at Mile High
2025_16_PIT_DET,2025,REG,16,2025-12-21,Sunday,16:25,PIT,,DET,,Home,,,,dome,fieldturf,,,DET00,Ford Field
2025_16_LV_HOU,2025,REG,16,2025-12-21,Sunday,16:25,LV,,HOU,,Home,,,,closed,astroturf,,,HOU00,NRG Stadium
2025_16_CIN_MIA,2025,REG,16,2025-12-21,Sunday,20:20,CIN,,MIA,,Home,,,,outdoors,grass,,,MIA00,Hard Rock Stadium
2025_16_SF_IND,2025,REG,16,2025-12-22,Monday,20:15,SF,,IND,,Home,,,,closed,fieldturf,,,IND00,Lucas Oil Stadium
2025_17_DAL_WAS,2025,REG,17,2025-12-25,Thursday,13:00,DAL,,WAS,,Home,,,,outdoors,grass,,,WAS00,FedExField
2025_17_DET_MIN,2025,REG,17,2025-12-25,Thursday,16:30,DET,,MIN,,Home,,,,dome,sportturf,,,MIN01,U.S. Bank Stadium
2025_17_DEN_KC,2025,REG,17,2025-12-25,Thursday,20:15,DEN,,KC,,Home,,,,outdoors,grass,,,KAN00,GEHA Field at Arrowhead Stadium
2025_17_SEA_CAR,2025,REG,17,2025-12-28,Sunday,13:00,SEA,,CAR,,Home,,,,outdoors,grass,,,CAR00,Bank of America Stadium
2025_17_ARI_CIN,2025,REG,17,2025-12-28,Sunday,13:00,ARI,,CIN,,Home,,,,outdoors,fieldturf,,,CIN00,Paycor Stadium
2025_17_PIT_CLE,2025,REG,17,2025-12-28,Sunday,13:00,PIT,,CLE,,Home,,,,outdoors,grass,,,CLE00,FirstEnergy Stadium
2025_17_BAL_GB,2025,REG,17,2025-12-28,Sunday,13:00,BAL,,GB,,Home,,,,outdoors,grass,,,GNB00,Lambeau Field
2025_17_JAX_IND,2025,REG,17,2025-12-28,Sunday,13:00,JAX,,IND,,Home,,,,closed,fieldturf,,,IND00,Lucas Oil Stadium
2025_17_HOU_LAC,2025,REG,17,2025-12-28,Sunday,13:00,HOU,,LAC,,Home,,,,dome,matrixturf,,,LAX01,SoFi Stadium
2025_17_NYG_LV,2025,REG,17,2025-12-28,Sunday,13:00,NYG,,LV,,Home,,,,dome,grass,,,VEG00,Allegiant Stadium
2025_17_TB_MIA,2025,REG,17,2025-12-28,Sunday,13:00,TB,,MIA,,Home,,,,outdoors,grass,,,MIA00,Hard Rock Stadium
2025_17_NE_NYJ,2025,REG,17,2025-12-28,Sunday,13:00,NE,,NYJ,,Home,,,,outdoors,fieldturf,,,NYC01,MetLife Stadium
2025_17_NO_TEN,2025,REG,17,2025-12-28,Sunday,13:00,NO,,TEN,,Home,,,,outdoors,grass,,,NAS00,Nissan Stadium
2025_17_PHI_BUF,2025,REG,17,2025-12-28,Sunday,16:25,PHI,,BUF,,Home,,,,outdoors,a_turf,,,BUF00,New Era Field
2025_17_CHI_SF,2025,REG,17,2025-12-28,Sunday,20:20,CHI,,SF,,Home,,,,outdoors,grass,,,SFO01,Levi's Stadium
2025_17_LA_ATL,2025,REG,17,2025-12-29,Monday,20:15,LA,,ATL,,Home,,,,closed,fieldturf,,,ATL97,Mercedes-Benz Stadium
2025_18_NO_ATL,2025,REG,18,2026-01-04,Sunday,13:00,NO,,ATL,,Home,,,,closed,fieldturf,,,ATL97,Mercedes-Benz Stadium
2025_18_NYJ_BUF,2025,REG,18,2026-01-04,Sunday,13:00,NYJ,,BUF,,Home,,,,outdoors,a_turf,,,BUF00,New Era Field
2025_18_DET_CHI,2025,REG,18,2026-01-04,Sunday,13:00,DET,,CHI,,Home,,,,outdoors,grass,,,CHI98,Soldier Field
2025_18_CLE_CIN,2025,REG,18,2026-01-04,Sunday,13:00,CLE,,CIN,,Home,,,,outdoors,fieldturf,,,CIN00,Paycor Stadium
2025_18_LAC_DEN,2025,REG,18,2026-01-04,Sunday,13:00,LAC,,DEN,,Home,,,,outdoors,grass,,,DEN00,Empower Field at Mile High
2025_18_IND_HOU,2025,REG,18,2026-01-04,Sunday,13:00,IND,,HOU,,Home,,,,closed,astroturf,,,HOU00,NRG Stadium
2025_18_TEN_JAX,2025,REG,18,2026-01-04,Sunday,13:00,TEN,,JAX,,Home,,,,outdoors,grass,,,JAX00,TIAA Bank Stadium
2025_18_ARI_LA,2025,REG,18,2026-01-04,Sunday,13:00,ARI,,LA,,Home,,,,dome,matrixturf,,,LAX01,SoFi Stadium
2025_18_KC_LV,2025,REG,18,2026-01-04,Sunday,13:00,KC,,LV,,Home,,,,dome,grass,,,VEG00,Allegiant Stadium
2025_18_GB_MIN,2025,REG,18,2026-01-04,Sunday,13:00,GB,,MIN,,Home,,,,dome,sportturf,,,MIN01,U.S. Bank Stadium
2025_18_MIA_NE,2025,REG,18,2026-01-04,Sunday,13:00,MIA,,NE,,Home,,,,outdoors,fieldturf,,,BOS00,Gillette Stadium
2025_18_DAL_NYG,2025,REG,18,2026-01-04,Sunday,13:00,DAL,,NYG,,Home,,,,outdoors,fieldturf,,,NYC01,MetLife Stadium
2025_18_WAS_PHI,2025,REG,18,2026-01-04,Sunday,13:00,WAS,,PHI,,Home,,,,outdoors,grass,,,PHI00,Lincoln Financial Field
2025_18_BAL_PIT,2025,REG,18,2026-01-04,Sunday,13:00,BAL,,PIT,,Home,,,,outdoors,grass,,,PIT00,Acrisure Stadium
2025_18_SEA_SF,2025,REG,18,2026-01-04,Sunday,13:00,SEA,,SF,,Home,,,,outdoors,grass,,,SFO01,Levi's Stadium
2025_18_CAR_TB,2025,REG,18,2026-01-04,Sunday,13:00,CAR,,TB,,Home,,,,outdoors,grass,,,TAM00,Raymond James Stadium
